,assoc,values
353,they sell,"insiders sold 564,185 shares company stock worth 124,444,213 last quarter ."
354,they buy,townsend associates inc increased stake shares apple 6.8 2nd quarter .
355,they buy,btig research raised shares apple buy rating raised price objective stock 207.00 235.00 report wednesday august 1st .
356,they buy,macquarie set 214.00 price target shares apple gave company buy rating report wednesday august 15th .
357,they buy,morgan stanley reissued buy rating issued 232.00 price target shares apple report wednesday august 22nd .
358,they sell,three equities research analysts rated stock sell rating eighteen given hold rating thirty-one issued buy rating company .
359,they buy,stock currently consensus rating buy average price target 224.63 .
360,they sell,"related news svp angela j. ahrendts sold 14,194 shares firm stock transaction dated friday october 5th ."
361,they sell,"shares sold average price 227.96 total value 3,235,664.24 ."
362,they sell,"also svp angela j. ahrendts sold 25,000 shares firm stock transaction dated wednesday october 3rd ."
363,they sell,"stock sold average price 232.66 total transaction 5,816,500.00 ."
364,they sell,"insiders sold total 564,185 shares company stock valued 124,444,213 last 90 days ."
365,they buy,bidaskclub raised shares apple hold rating buy rating research report wednesday .
366,they buy,rosenblatt securities set 200.00 target price shares apple gave stock buy rating research report monday october 22nd .
367,they sell,three investment analysts rated stock sell rating eighteen given hold rating thirty-one given buy rating company stock .
368,they buy,apple currently average rating buy consensus price target 224.63 .
369,they sell,"news ceo timothy d. cook sold 265,160 shares company stock transaction dated monday august 27th ."
370,they sell,"shares sold average price 217.79 total transaction 57,749,196.40 ."
371,they sell,"also svp angela j. ahrendts sold 14,194 shares company stock transaction dated friday october 5th ."
372,they sell,"stock sold average price 227.96 total transaction 3,235,664.24 ."
373,they sell,"last quarter insiders sold 564,185 shares company stock valued 124,444,213 ."
374,they sell,"related news director arthur d. levinson sold 20,000 shares company stock transaction occurred thursday august 2nd ."
375,they sell,"shares sold average price 206.58 total transaction 4,131,600.00 ."
376,they sell,"also insider johny srouji sold 14,140 shares company stock transaction occurred friday august 17th ."
377,they sell,"stock sold average price 214.98 total transaction 3,039,817.20 ."
378,they sell,"last 90 days insiders sold 564,185 shares company stock worth 124,444,213 ."
379,they buy,loop capital raised price target shares apple 195.00 210.00 gave stock buy rating research note friday july 6th .
380,they buy,bidaskclub downgraded shares apple strong-buy rating buy rating research note wednesday september 12th .
381,they buy,morgan stanley reiterated buy rating set 247.00 target price shares apple report wednesday september 26th .
382,they buy,jpmorgan chase co. reiterated buy rating set 272.00 target price shares apple report wednesday october 10th .
383,they buy,finally royal bank canada reiterated buy rating set 240.00 target price shares apple report tuesday september 11th .
384,they sell,three investment analysts rated stock sell rating eighteen issued hold rating thirty-one issued buy rating company stock .
385,they buy,stock consensus rating buy consensus target price 224.63 .
386,they buy,bidaskclub downgraded apple buy rating hold rating research report friday june 8th .
387,they buy,royal bank canada set 240.00 target price apple gave company buy rating research report monday september 24th .
388,they buy,issued overweight rating 272.00 target price stock .
389,they buy,morgan stanley upped price target shares apple 214.00 232.00 gave company overweight rating report tuesday july 24th .
390,they buy,finally bank america upped price target shares apple 250.00 256.00 gave company buy rating report monday september 10th .
391,they sell,three equities research analysts rated stock sell rating eighteen issued hold rating thirty-one given buy rating stock .
392,they buy,company currently consensus rating buy consensus target price 224.63 .
393,they sell,"news svp angela j. ahrendts sold 25,000 shares firm stock transaction occurred wednesday october 3rd ."
394,they sell,"shares sold average price 232.66 total transaction 5,816,500.00 ."
395,they sell,"also ceo timothy d. cook sold 265,160 shares firm stock transaction occurred monday august 27th ."
396,they sell,"stock sold average price 217.79 total transaction 57,749,196.40 ."
397,they sell,"insiders sold total 564,185 shares company stock valued 124,444,213 last 90 days ."
398,they sell,several large investors recently bought sold shares aapl .
399,they buy,mcdonald mcd receives buy rating sanford c. bernstein akamai technologies nasdaq akam given buy rating piper jaffray companies greystone managed investments inc. increased position shares apple inc. nasdaq aapl 1.4 2nd quarter according company recent 13f filing securities exchange commission .
400,they buy,loop capital increased price target shares apple 195.00 210.00 gave stock buy rating research report friday july 6th .
401,they buy,bidaskclub cut shares apple strong-buy rating buy rating research report wednesday september 12th .
402,they buy,morgan stanley reissued buy rating set 247.00 price target shares apple research report wednesday september 26th .
403,they buy,jpmorgan chase co. reissued buy rating set 272.00 price target shares apple research report wednesday october 10th .
404,they buy,finally royal bank canada reissued buy rating set 240.00 price target shares apple research report tuesday september 11th .
405,they sell,three equities research analysts rated stock sell rating eighteen given hold rating thirty-one given buy rating company .
406,they buy,apple presently average rating buy average target price 224.63 .
407,they buy,townsend associates inc increased position apple 6.8 second quarter .
408,they buy,dorsey wright associates increased position apple 9.2 second quarter .
409,they buy,marcus capital llc increased position apple 6.8 first quarter .
410,they buy,canandaigua national bank trust co. increased position apple 0.5 first quarter .
411,they buy,finally tlp group llc increased position apple 25.3 first quarter .
412,they buy,zacks investment research upgraded shares apple hold rating buy rating set 213.00 price target stock report wednesday july 11th .
413,they buy,finally bank america restated buy rating issued 230.00 price target 225.00 shares apple report tuesday july 10th .
414,they sell,three analysts rated stock sell rating eighteen issued hold rating thirty-one given buy rating stock .
415,they buy,stock presently consensus rating buy average target price 224.63 .
416,they sell,"related news ceo timothy d. cook sold 265,160 shares stock transaction occurred monday august 27th ."
417,they sell,"shares sold average price 217.79 total value 57,749,196.40 ."
418,they sell,"also director arthur d. levinson sold 20,000 shares stock transaction occurred thursday august 2nd ."
419,they sell,"shares sold average price 206.58 total transaction 4,131,600.00 ."
420,they sell,"last three months insiders sold 564,185 shares company stock valued 124,444,213 ."
421,they buy,maxim group increased price objective shares apple 221.00 gave company average rating report thursday september 13th .
422,they buy,royal bank canada increased price objective shares apple 250.00 gave company average rating report wednesday september 26th .
423,they buy,loop capital increased price objective shares apple 220.00 gave company buy rating report wednesday august 1st .
424,they buy,finally zacks investment research raised shares apple hold rating buy rating set 213.00 price objective company report wednesday july 11th .
425,they sell,three research analysts rated stock sell rating eighteen issued hold rating thirty-one assigned buy rating company .
426,they buy,apple presently consensus rating buy average price target 224.63 .
427,they sell,average sell-side analysts forecast apple post 11.77 eps current year .
428,they sell,"related news svp angela j. ahrendts sold 25,000 shares stock transaction dated wednesday october 3rd ."
429,they sell,"shares sold average price 232.66 total value 5,816,500.00 ."
430,they sell,"also director arthur d. levinson sold 20,000 shares stock transaction dated thursday august 2nd ."
431,they sell,"stock sold average price 206.58 total transaction 4,131,600.00 ."
432,they sell,"insiders sold total 564,185 shares company stock worth 124,444,213 last 90 days ."
433,they sell,number institutional investors recently bought sold shares stock .
434,they buy,cranbrook wealth management llc increased position shares apple 76.1 second quarter .
435,they sell,institutional investors also recently bought sold shares company .
436,they sell,"apple news ceo timothy d. cook sold 265,160 shares firm stock transaction occurred monday august 27th ."
437,they sell,"stock sold average price 217.79 total transaction 57,749,196.40 ."
438,they sell,"also svp angela j. ahrendts sold 14,194 shares firm stock transaction occurred friday october 5th ."
439,they sell,"shares sold average price 227.96 total value 3,235,664.24 ."
440,they sell,"last quarter insiders sold 564,185 shares company stock valued 124,444,213 ."
441,they buy,morgan stanley reiterated buy rating set 245.00 target price 232.00 shares apple research report wednesday september 5th .
442,they buy,da davidson reiterated buy rating set 265.00 target price 230.00 shares apple research report wednesday september 5th .
443,they buy,finally dz bank reiterated buy rating shares apple research report monday september 3rd .
444,they sell,three equities research analysts rated stock sell rating eighteen assigned hold rating thirty-one issued buy rating company .
445,they buy,stock average rating buy average target price 224.63 .
446,they sell,new street research cut apple neutral rating sell rating research report monday august 20th .
447,they buy,bank america boosted price objective apple 250.00 256.00 gave stock buy rating research report monday september 10th .
448,they buy,morgan stanley boosted price objective apple 245.00 247.00 gave stock overweight rating research report thursday september 13th .
449,they buy,macquarie set 214.00 price objective apple gave stock buy rating research report wednesday august 15th .
450,they sell,three investment analysts rated stock sell rating eighteen given hold rating thirty-one issued buy rating stock .
451,they buy,apple currently average rating buy consensus price target 224.63 .
